Date of deployment,Time,Date of collection,Time,Camera number,Location (OS coordinates),Species,Count,Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Confirmed by,Any other comments
21/05/2017,14:50,30/05/2017,11:58,2,SU 42176 15239,Grey Squirrel,2,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,30/05/2017,12:51,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,30/05/2017,13:06,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,30/05/2017,15:04,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,30/05/2017,22:19,2,SU 42176 15239,Hedgehog,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,31/05/2017,01:45,2,SU 42176 15239,Red Fox,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,31/05/2017,07:57,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,31/05/2017,08:25,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,31/05/2017,08:55,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,31/05/2017,09:18,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,31/05/2017,09:43,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,31/05/2017,10:00,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,31/05/2017,10:07,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,31/05/2017,10:17,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,31/05/2017,10:28,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,31/05/2017,10:54,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,31/05/2017,11:07,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,31/05/2017,12:41,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,31/05/2017,12:44,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,31/05/2017,14:13,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,31/05/2017,17:31,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,31/05/2017,22:38,2,SU 42176 15239,Red Fox,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,06/01/2017,06:49,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,06/01/2017,08:39,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,06/01/2017,11:16,2,SU 42176 15239,Red Fox,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
15/05/2017,12:30,17/05/2017,04:21,1,SU 41953 14804,Domestic Cat,1,Human Site,Urban,Residential Area,"OM,CB,JM, FM, GH",,
15/05/2017,12:30,18/05/2017,06:42,1,SU 41953 14804,Grey Squirrel,1,Human Site,Urban,Residential Area,"OM,CB,JM, FM, GH",,
15/05/2017,12:30,19/05/2017,01:30,1,SU 41953 14804,Red Fox,1,Human Site,Urban,Residential Area,"OM,CB,JM, FM, GH",,
15/05/2017,12:30,19/05/2017,03:49,1,SU 41953 14804,Red Fox,1,Human Site,Urban,Residential Area,"OM,CB,JM, FM, GH",,
15/05/2017,12:30,Domestic Domestic Cat,04:16,1,Domestic Cat,Red Fox,1,Human Site,Urban,Residential Area,"OM,CB,JM, FM, GH",,
15/05/2017,12:30,19/05/2017,04:20,1,SU 41953 14804,Red Fox,1,Human Site,Urban,Residential Area,"OM,CB,JM, FM, GH",,
15/05/2017,12:30,19/05/2017,04:21,1,SU 41953 14804,Red Fox,1,Human Site,Urban,Residential Area,"OM,CB,JM, FM, GH",,
15/05/2017,12:30,19/05/2017,04:25,1,SU 41953 14804,Red Fox,1,Human Site,Urban,Residential Area,"OM,CB,JM, FM, GH",,
15/05/2017,12:30,20/05/2017,01:29,1,SU 41953 14804,Red Fox,1,Human Site,Urban,Residential Area,"OM,CB,JM, FM, GH",,
15/05/2017,12:30,20/05/2017,01:52,1,SU 41953 14804,Red Fox,1,Human Site,Urban,Residential Area,"OM,CB,JM, FM, GH",,
15/05/2017,12:30,21/05/2017,03:23,1,SU 41953 14804,Red Fox,1,Human Site,Urban,Residential Area,"OM,CB,JM, FM, GH",,
21/05/2017,16:30,21/05/2017,19:29,1,SU 41953 14804,Domestic Cat,1,Human Site,Urban,Residential Area,"OM,CB,JM, FM, GH",,
21/05/2017,16:30,22/05/2017,03:00,1,SU 41953 14804,Domestic Cat,1,Human Site,Urban,Residential Area,"OM,CB,JM, FM, GH",,
21/05/2017,16:30,23/05/2017,01:57,1,SU 41953 14804,Red Fox,1,Human Site,Urban,Residential Area,"OM,CB,JM, FM, GH",,
21/05/2017,16:30,23/05/2017,15:52,1,SU 41953 14804,Grey Squirrel,1,Human Site,Urban,Residential Area,"OM,CB,JM, FM, GH",,
21/05/2017,16:30,23/05/2017,19:54,1,SU 41953 14804,Rat,1,Human Site,Urban,Residential Area,"OM,CB,JM, FM, GH",,
21/05/2017,16:30,24/05/2017,02:07,1,SU 41953 14804,Red Fox,1,Human Site,Urban,Residential Area,"OM,CB,JM, FM, GH",,
21/05/2017,16:30,25/05/2017,02:29,1,SU 41953 14804,Red Fox,1,Human Site,Urban,Residential Area,"OM,CB,JM, FM, GH",,
21/05/2017,16:30,26/05/2017,03:21,1,SU 41953 14804,Red Fox,1,Human Site,Urban,Residential Area,"OM,CB,JM, FM, GH",,
21/05/2017,16:30,27/05/2017,03:01,1,SU 41953 14804,Red Fox,1,Human Site,Urban,Residential Area,"OM,CB,JM, FM, GH",,
21/05/2017,16:30,29/05/2017,14:52,1,SU 41953 14804,Hedgehog,1,Human Site,Urban,Residential Area,"OM,CB,JM, FM, GH",,
21/05/2017,16:30,30/05/2017,01:56,1,SU 41953 14804,Red Fox,1,Human Site,Urban,Residential Area,"OM,CB,JM, FM, GH",,
21/05/2017,16:30,30/05/2017,02:38,1,SU 41953 14804,Red Fox,1,Human Site,Urban,Residential Area,"OM,CB,JM, FM, GH",,
