"","Date","Species","latin","Time","Weather","Count","Alive.Dead","Location..OS.coordinates.","Habitat.Lv.1","Habitat.Lv.2","Habitat.Lv.3","Observer","Method","Any.other.comments","team","loc","month"
"4494","14/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","18:46",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4495","08/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:02",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4496","19/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:17",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4497","15/05/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","00:43",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"4498","30/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:05",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4499","29/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:03",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4500","19/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:49",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4501","28/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:04",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4502","20/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:51",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4503","23/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:22",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4504","29/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:05",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4505","25/06/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","00:21",NA,1,"Alive","SK 7029 5188","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","jun"
"4506","23/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:24",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4507","28/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:17",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4508","22/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:06",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4509","28/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","18:56",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4510","23/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:14",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4511","03/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:26",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4512","08/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:33",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4513","17/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:02",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4514","29/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:28",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4515","10/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:31",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4516","17/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:03",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4517","31/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:25",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4518","01/05/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:41",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"4519","11/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:36",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4520","03/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:06",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4521","08/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:59",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4522","13/06/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","00:43",NA,1,"Alive","SK 7029 5188","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","jun"
"4523","25/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:01",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4524","19/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:31",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4525","16/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:36",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4526","03/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:10",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4527","15/05/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:05",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"4528","12/05/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:53",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"4529","19/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:42",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4530","28/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:34",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4531","10/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:35",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4532","29/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:10",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4533","02/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:04",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4534","30/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:05",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4535","02/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:05",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4536","29/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:26",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4537","04/06/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","23:54",NA,1,"Alive","SK 7029 5188","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","jun"
"4538","02/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:06",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4539","02/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:06",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4540","09/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:47",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4541","30/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:24",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4542","29/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:03",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4543","15/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:59",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4544","31/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:17",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4545","28/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:25",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4546","09/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:07",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4547","02/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:21",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4548","02/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:21",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4549","31/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:05",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4550","30/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:19",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4551","11/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:11",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4552","30/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:20",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4553","28/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:01",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4554","15/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:12",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4555","02/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:24",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4556","28/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:53",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4557","02/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:25",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4558","10/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:37",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4559","31/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:27",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4560","21/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:44",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4561","19/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:47",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4562","16/05/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:17",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"4563","16/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:07",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4564","29/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:05",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4565","19/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:55",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4566","21/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:11",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4567","08/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:10",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4568","15/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:50",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4569","28/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:44",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4570","07/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:40",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4571","07/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:40",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4572","16/05/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:55",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"4573","28/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:45",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4574","03/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:03",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4575","17/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:45",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
